ano,sigla_uf,sexo,faixa_etaria,media_aposentadoria_pensao,media_outras_fontes_geral,total_respondentes
2021,MT,Feminino,15 a 29 anos,2.0,8.0,258
2021,MT,Masculino,Outras idades / Não mapeado,1.95,7.98,55
2021,GO,Feminino,0 a 14 anos,2.0,8.0,223
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.88,267
2021,GO,Masculino,Outras idades / Não mapeado,1.99,7.86,288
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.84,361
2021,GO,Masculino,Outras idades / Não mapeado,1.99,7.92,332
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.81,351
2021,GO,Feminino,Outras idades / Não mapeado,1.92,7.97,105
2021,GO,Masculino,Outras idades / Não mapeado,1.87,7.95,82
2021,GO,Masculino,Outras idades / Não mapeado,1.97,7.84,235
2021,GO,Masculino,15 a 29 anos,2.0,8.0,254
2017,RO,Masculino,30 a 44 anos,2.0,7.99,255
2017,RO,Masculino,Outras idades / Não mapeado,1.99,7.93,232
2017,RO,Feminino,45 a 59 anos,1.99,7.98,411
2017,RO,Masculino,Outras idades / Não mapeado,1.99,7.98,307
2017,RO,Feminino,Outras idades / Não mapeado,2.0,7.82,322
2017,RO,Masculino,0 a 14 anos,2.0,8.0,301
2017,RR,Masculino,60 anos ou mais,2.0,7.97,277
2017,RR,Feminino,Outras idades / Não mapeado,1.99,7.59,222
2017,RR,Masculino,Outras idades / Não mapeado,1.98,7.94,197
2017,RR,Feminino,Outras idades / Não mapeado,2.0,7.58,161
2017,RR,Masculino,Outras idades / Não mapeado,1.97,7.89,150
2017,RR,Masculino,45 a 59 anos,1.99,7.99,376
2017,RR,Masculino,Outras idades / Não mapeado,2.0,7.94,203
2017,RR,Feminino,Outras idades / Não mapeado,1.98,7.73,209
2017,RR,Masculino,Outras idades / Não mapeado,1.92,7.86,77
2017,RR,Feminino,30 a 44 anos,1.99,7.99,194
2017,RR,Feminino,Outras idades / Não mapeado,1.82,7.91,55
2017,RR,Feminino,Outras idades / Não mapeado,1.95,7.86,21
2017,RR,Feminino,Outras idades / Não mapeado,1.89,7.82,28
2017,PI,Feminino,Outras idades / Não mapeado,1.99,7.62,246
2017,PI,Feminino,0 a 14 anos,2.0,8.0,234
2017,PI,Masculino,Outras idades / Não mapeado,1.99,7.87,156
2017,PI,Masculino,Outras idades / Não mapeado,1.99,7.91,229
2017,PI,Feminino,Outras idades / Não mapeado,1.96,7.99,74
2017,PI,Masculino,Outras idades / Não mapeado,2.0,7.93,127
2017,PI,Feminino,Outras idades / Não mapeado,1.98,7.65,206
2017,PI,Masculino,15 a 29 anos,2.0,8.0,256
2017,PI,Feminino,Outras idades / Não mapeado,1.99,7.96,146
2017,PI,Masculino,Outras idades / Não mapeado,1.97,7.97,68
2017,RN,Feminino,Outras idades / Não mapeado,1.98,7.77,47
2017,RN,Masculino,30 a 44 anos,2.0,7.94,34
2017,RN,Masculino,Outras idades / Não mapeado,1.98,7.93,40
2017,RN,Masculino,Outras idades / Não mapeado,2.0,7.95,37
2017,RN,Masculino,0 a 14 anos,2.0,8.0,38
2017,RN,Feminino,45 a 59 anos,2.0,7.96,55
2017,RJ,Masculino,Outras idades / Não mapeado,2.0,7.93,107
2017,RJ,Feminino,Outras idades / Não mapeado,2.0,7.91,114
2017,RJ,Feminino,45 a 59 anos,2.0,7.98,117
2017,RJ,Masculino,30 a 44 anos,2.0,7.99,69
2017,RJ,Masculino,Outras idades / Não mapeado,2.0,7.98,101
2017,RJ,Masculino,0 a 14 anos,2.0,7.97,77
2017,PR,Feminino,Outras idades / Não mapeado,1.99,7.89,98
2017,PR,Feminino,45 a 59 anos,1.98,7.99,99
2017,PR,Masculino,0 a 14 anos,1.99,7.99,85
2017,PR,Masculino,Outras idades / Não mapeado,1.98,7.88,81
2017,PR,Masculino,Outras idades / Não mapeado,2.0,7.92,93
2017,PR,Masculino,30 a 44 anos,2.0,8.0,71
2017,RS,Feminino,0 a 14 anos,2.0,8.0,73
2017,RS,Feminino,Outras idades / Não mapeado,2.0,7.96,92
2017,RS,Masculino,Outras idades / Não mapeado,1.97,7.95,76
2017,RS,Masculino,15 a 29 anos,2.0,7.97,80
2017,RS,Feminino,Outras idades / Não mapeado,1.99,7.96,115
2017,RS,Feminino,Outras idades / Não mapeado,2.0,7.96,137
2017,RS,Masculino,Outras idades / Não mapeado,2.0,7.91,115
2017,RS,Feminino,Outras idades / Não mapeado,2.0,7.98,45
2017,RS,Masculino,Outras idades / Não mapeado,2.0,7.95,84
2017,RS,Masculino,Outras idades / Não mapeado,1.97,7.95,37
2017,AC,Feminino,Outras idades / Não mapeado,2.0,7.96,50
2017,AC,Feminino,Outras idades / Não mapeado,2.0,7.61,287
2017,AC,Masculino,Outras idades / Não mapeado,1.99,7.93,273
2017,AC,Feminino,Outras idades / Não mapeado,1.99,7.56,277
2017,AC,Masculino,45 a 59 anos,1.99,8.0,507
2017,AC,Masculino,60 anos ou mais,2.0,7.97,332
2017,AC,Masculino,Outras idades / Não mapeado,1.98,7.93,189
2017,AC,Feminino,Outras idades / Não mapeado,1.97,7.68,200
2017,AC,Masculino,Outras idades / Não mapeado,2.0,7.94,275
2017,AC,Feminino,30 a 44 anos,1.99,8.0,312
2017,AC,Feminino,Outras idades / Não mapeado,2.0,7.96,55
2017,AC,Feminino,Outras idades / Não mapeado,1.99,7.98,84
2017,AC,Masculino,Outras idades / Não mapeado,1.99,7.92,86
2017,AM,Masculino,Outras idades / Não mapeado,2.0,8.0,25
2017,AM,Feminino,45 a 59 anos,2.0,7.93,28
2017,AM,Masculino,0 a 14 anos,2.0,8.0,19
2017,AM,Masculino,Outras idades / Não mapeado,1.93,8.0,14
2017,AM,Feminino,Outras idades / Não mapeado,2.0,7.71,17
2017,AM,Masculino,30 a 44 anos,2.0,8.0,19
2017,AP,Feminino,60 anos ou mais,2.0,7.84,195
2017,AP,Feminino,15 a 29 anos,1.99,7.99,168
2017,AP,Masculino,Outras idades / Não mapeado,1.83,7.92,12
2017,AP,Feminino,Outras idades / Não mapeado,1.89,7.92,89
2017,AP,Masculino,Outras idades / Não mapeado,2.0,7.92,24
2017,CE,Masculino,Outras idades / Não mapeado,1.97,7.94,36
2017,CE,Feminino,30 a 44 anos,2.0,7.98,48
2017,CE,Feminino,Outras idades / Não mapeado,1.98,7.65,49
2017,CE,Masculino,Outras idades / Não mapeado,1.97,7.92,38
2017,CE,Feminino,Outras idades / Não mapeado,1.98,7.64,45
2017,CE,Feminino,Outras idades / Não mapeado,1.93,8.0,15
2017,CE,Masculino,60 anos ou mais,1.98,8.0,57
2017,CE,Feminino,Outras idades / Não mapeado,1.96,7.93,27
2017,CE,Masculino,Outras idades / Não mapeado,1.93,7.9,40
2017,CE,Masculino,45 a 59 anos,2.0,7.99,78
2017,CE,Feminino,Outras idades / Não mapeado,2.0,7.68,56
2017,CE,Masculino,Outras idades / Não mapeado,2.0,8.0,12
2017,CE,Feminino,Outras idades / Não mapeado,2.0,8.0,12
2017,AL,Masculino,Outras idades / Não mapeado,1.91,7.98,58
2017,AL,Feminino,Outras idades / Não mapeado,1.94,7.9,254
2017,AL,Masculino,Outras idades / Não mapeado,1.91,7.98,100
2017,AL,Feminino,15 a 29 anos,1.99,7.99,337
2017,AL,Feminino,60 anos ou mais,1.99,7.74,395
2017,BA,Feminino,30 a 44 anos,2.0,8.0,32
2017,BA,Feminino,Outras idades / Não mapeado,1.96,7.67,45
2017,BA,Feminino,Outras idades / Não mapeado,1.96,7.56,25
2017,BA,Masculino,Outras idades / Não mapeado,1.98,7.98,49
2017,BA,Feminino,Outras idades / Não mapeado,2.0,7.63,35
2017,BA,Masculino,60 anos ou mais,1.97,8.0,39
2017,BA,Masculino,Outras idades / Não mapeado,2.0,7.91,34
2017,BA,Masculino,45 a 59 anos,2.0,7.98,40
2017,BA,Masculino,Outras idades / Não mapeado,1.88,7.88,17
2017,BA,Masculino,Outras idades / Não mapeado,2.0,8.0,27
2017,BA,Feminino,Outras idades / Não mapeado,1.79,7.86,14
2017,BA,Feminino,Outras idades / Não mapeado,1.83,8.0,6
2017,BA,Feminino,Outras idades / Não mapeado,2.0,8.0,14
2017,TO,Feminino,Outras idades / Não mapeado,1.99,7.73,174
2017,TO,Masculino,30 a 44 anos,2.0,7.99,154
2017,TO,Feminino,45 a 59 anos,2.0,7.98,213
2017,TO,Masculino,0 a 14 anos,1.99,7.99,153
2017,TO,Masculino,Outras idades / Não mapeado,1.98,7.97,156
2017,TO,Masculino,Outras idades / Não mapeado,1.97,7.93,132
2017,SE,Feminino,Outras idades / Não mapeado,1.97,7.95,171
2017,SE,Masculino,Outras idades / Não mapeado,1.98,7.93,270
2017,SE,Feminino,Outras idades / Não mapeado,1.98,7.64,286
2017,SE,Masculino,Outras idades / Não mapeado,1.99,7.97,150
2017,SE,Feminino,Outras idades / Não mapeado,2.0,7.7,250
2017,SE,Masculino,15 a 29 anos,1.99,7.99,306
2017,SE,Feminino,0 a 14 anos,2.0,7.99,276
2017,SE,Masculino,Outras idades / Não mapeado,1.98,7.92,155
2017,SE,Masculino,Outras idades / Não mapeado,2.0,7.95,37
2017,SE,Feminino,Outras idades / Não mapeado,1.94,7.97,70
2017,SP,Feminino,60 anos ou mais,2.0,7.92,324
2017,SP,Masculino,Outras idades / Não mapeado,1.97,7.94,69
2017,SP,Feminino,Outras idades / Não mapeado,1.98,7.92,261
2017,SP,Masculino,Outras idades / Não mapeado,1.97,7.93,115
2017,SP,Feminino,15 a 29 anos,2.0,8.0,286
2017,SC,Masculino,45 a 59 anos,2.0,7.99,457
2017,SC,Feminino,30 a 44 anos,2.0,8.0,203
2017,SC,Masculino,Outras idades / Não mapeado,2.0,7.95,385
2017,SC,Masculino,Outras idades / Não mapeado,1.99,7.97,386
2017,SC,Feminino,Outras idades / Não mapeado,1.99,7.96,347
2017,SC,Feminino,Outras idades / Não mapeado,2.0,7.94,343
2017,SC,Feminino,Outras idades / Não mapeado,2.0,7.93,383
2017,SC,Masculino,Outras idades / Não mapeado,1.99,7.92,337
2017,SC,Feminino,Outras idades / Não mapeado,1.98,7.97,218
2017,SC,Masculino,60 anos ou mais,1.99,7.98,401
2017,SC,Feminino,Outras idades / Não mapeado,1.99,7.95,150
2017,SC,Masculino,Outras idades / Não mapeado,1.99,7.9,176
2017,SC,Feminino,Outras idades / Não mapeado,1.99,7.97,116
2017,PA,Masculino,Outras idades / Não mapeado,1.99,7.97,132
2017,PA,Feminino,Outras idades / Não mapeado,1.99,7.61,147
2017,PA,Masculino,Outras idades / Não mapeado,2.0,7.98,82
2017,PA,Masculino,0 a 14 anos,2.0,7.99,147
2017,PA,Feminino,45 a 59 anos,2.0,7.97,205
2017,PA,Masculino,30 a 44 anos,1.99,7.98,143
2017,MA,Masculino,Outras idades / Não mapeado,2.0,7.94,218
2017,MA,Feminino,Outras idades / Não mapeado,1.92,7.94,84
2017,MA,Feminino,Outras idades / Não mapeado,1.93,7.99,72
2017,MA,Feminino,Outras idades / Não mapeado,1.99,7.46,272
2017,MA,Feminino,30 a 44 anos,2.0,8.0,274
2017,MA,Masculino,60 anos ou mais,1.98,7.97,218
2017,MA,Masculino,Outras idades / Não mapeado,1.99,7.88,147
2017,MA,Feminino,Outras idades / Não mapeado,1.98,7.57,226
2017,MA,Masculino,45 a 59 anos,1.98,7.99,390
2017,MA,Masculino,Outras idades / Não mapeado,1.99,7.94,238
2017,MA,Feminino,Outras idades / Não mapeado,1.92,8.0,50
2017,MA,Feminino,Outras idades / Não mapeado,1.98,7.61,168
2017,MA,Masculino,Outras idades / Não mapeado,1.94,7.96,83
2017,PB,Feminino,Outras idades / Não mapeado,1.98,7.84,103
2017,PB,Masculino,Outras idades / Não mapeado,1.94,8.0,31
2017,PB,Feminino,60 anos ou mais,1.98,7.74,142
2017,PB,Feminino,15 a 29 anos,1.99,8.0,138
2017,PB,Masculino,Outras idades / Não mapeado,1.93,7.97,30
2017,PE,Masculino,Outras idades / Não mapeado,2.0,7.91,58
2017,PE,Feminino,Outras idades / Não mapeado,1.98,7.75,48
2017,PE,Feminino,30 a 44 anos,1.96,7.98,56
2017,PE,Feminino,Outras idades / Não mapeado,1.95,7.84,44
2017,PE,Masculino,Outras idades / Não mapeado,1.97,7.9,31
2017,PE,Feminino,Outras idades / Não mapeado,1.96,8.0,23
2017,PE,Masculino,45 a 59 anos,2.0,7.99,89
2017,PE,Feminino,Outras idades / Não mapeado,1.89,7.95,19
2017,PE,Feminino,Outras idades / Não mapeado,1.99,7.54,67
2017,PE,Masculino,Outras idades / Não mapeado,2.0,7.95,66
2017,PE,Masculino,60 anos ou mais,2.0,8.0,55
2017,PE,Feminino,Outras idades / Não mapeado,2.0,7.68,62
2017,PE,Masculino,Outras idades / Não mapeado,2.0,7.98,64
2017,MG,Feminino,Outras idades / Não mapeado,1.99,7.9,134
2017,MG,Masculino,Outras idades / Não mapeado,1.99,7.94,157
2017,MG,Feminino,Outras idades / Não mapeado,1.9,7.95,41
2017,MG,Feminino,Outras idades / Não mapeado,1.99,7.9,109
2017,MG,Masculino,Outras idades / Não mapeado,1.94,7.94,36
2017,MG,Masculino,Outras idades / Não mapeado,1.98,7.91,125
2017,MG,Feminino,Outras idades / Não mapeado,1.99,7.93,164
2017,MG,Feminino,0 a 14 anos,2.0,8.0,170
2017,MG,Masculino,15 a 29 anos,2.0,8.0,181
2017,MG,Masculino,Outras idades / Não mapeado,1.99,7.93,97
2017,ES,Masculino,Outras idades / Não mapeado,2.0,7.95,62
2017,ES,Masculino,30 a 44 anos,2.0,8.0,65
2017,ES,Masculino,Outras idades / Não mapeado,2.0,7.96,53
2017,ES,Feminino,Outras idades / Não mapeado,1.97,7.87,79
2017,ES,Feminino,45 a 59 anos,1.98,8.0,92
2017,ES,Masculino,0 a 14 anos,2.0,7.98,63
2017,MS,Feminino,Outras idades / Não mapeado,1.97,7.87,60
2017,MS,Feminino,0 a 14 anos,2.0,8.0,108
2017,MS,Masculino,Outras idades / Não mapeado,1.99,7.91,100
2017,MS,Feminino,Outras idades / Não mapeado,1.99,7.88,95
2017,MS,Feminino,Outras idades / Não mapeado,1.96,7.87,76
2017,MS,Masculino,Outras idades / Não mapeado,1.99,7.88,68
2017,MS,Feminino,Outras idades / Não mapeado,1.83,8.0,29
2017,MS,Masculino,Outras idades / Não mapeado,1.95,7.83,58
2017,MS,Masculino,15 a 29 anos,1.99,8.0,109
2017,MS,Masculino,Outras idades / Não mapeado,1.77,7.86,22
2017,MT,Feminino,0 a 14 anos,1.99,7.99,165
2017,MT,Masculino,Outras idades / Não mapeado,1.99,7.89,129
2017,MT,Feminino,Outras idades / Não mapeado,1.99,7.93,178
2017,MT,Masculino,15 a 29 anos,2.0,8.0,180
2017,MT,Feminino,Outras idades / Não mapeado,1.99,7.93,108
2017,MT,Masculino,Outras idades / Não mapeado,2.0,7.93,28
2017,MT,Masculino,Outras idades / Não mapeado,1.99,7.9,171
2017,MT,Feminino,Outras idades / Não mapeado,1.98,7.95,140
2017,MT,Masculino,Outras idades / Não mapeado,1.99,7.95,97
2017,MT,Feminino,Outras idades / Não mapeado,1.93,8.0,27
2017,GO,Feminino,Outras idades / Não mapeado,2.0,7.75,8
2017,GO,Masculino,Outras idades / Não mapeado,2.0,8.0,2
2017,GO,Masculino,30 a 44 anos,2.0,8.0,2
2017,GO,Feminino,45 a 59 anos,2.0,8.0,4
2017,GO,Masculino,0 a 14 anos,2.0,8.0,5
2017,GO,Masculino,Outras idades / Não mapeado,2.0,8.0,1
2017,DF,Masculino,30 a 44 anos,1.99,8.0,249
2017,DF,Feminino,Outras idades / Não mapeado,2.0,7.88,403
2017,DF,Feminino,45 a 59 anos,1.99,7.99,426
2017,DF,Masculino,0 a 14 anos,2.0,8.0,236
2017,DF,Masculino,Outras idades / Não mapeado,2.0,7.98,288
2017,DF,Masculino,Outras idades / Não mapeado,2.0,7.94,239
2019,AC,Feminino,45 a 59 anos,2.0,7.96,352
2019,AC,Masculino,Outras idades / Não mapeado,1.98,7.92,131
2019,AC,Feminino,Outras idades / Não mapeado,1.99,7.67,258
2019,AC,Masculino,Outras idades / Não mapeado,2.0,7.95,208
2019,AC,Masculino,0 a 14 anos,2.0,8.0,233
2019,AC,Masculino,30 a 44 anos,2.0,7.99,218
2019,AL,Masculino,Outras idades / Não mapeado,1.98,7.96,50
2019,AL,Feminino,Outras idades / Não mapeado,1.88,7.97,33
2019,AL,Masculino,Outras idades / Não mapeado,1.96,7.95,57
2019,AL,Feminino,Outras idades / Não mapeado,1.87,7.96,24
2019,AL,Masculino,60 anos ou mais,2.0,8.0,65
2019,AL,Masculino,Outras idades / Não mapeado,1.92,7.96,25
2019,AL,Masculino,Outras idades / Não mapeado,1.95,7.89,38
2019,AL,Feminino,Outras idades / Não mapeado,1.97,7.63,65
2019,AL,Feminino,Outras idades / Não mapeado,1.96,7.55,56
2019,AL,Masculino,45 a 59 anos,2.0,8.0,89
2019,AL,Feminino,Outras idades / Não mapeado,1.98,7.75,53
2019,AL,Feminino,30 a 44 anos,2.0,8.0,63
2019,AL,Feminino,Outras idades / Não mapeado,1.94,8.0,17
2019,AM,Masculino,15 a 29 anos,2.0,8.0,408
2019,AM,Feminino,Outras idades / Não mapeado,1.98,7.76,196
2019,AM,Feminino,Outras idades / Não mapeado,1.98,7.65,312
2019,AM,Masculino,Outras idades / Não mapeado,1.99,7.93,294
2019,AM,Feminino,0 a 14 anos,2.0,8.0,366
2019,AM,Masculino,Outras idades / Não mapeado,1.96,7.93,163
2019,AM,Feminino,Outras idades / Não mapeado,1.86,7.93,44
2019,AM,Masculino,Outras idades / Não mapeado,1.98,7.91,170
2019,AM,Feminino,Outras idades / Não mapeado,1.97,7.88,146
2019,AM,Masculino,Outras idades / Não mapeado,1.77,7.98,53
2019,PA,Feminino,Outras idades / Não mapeado,2.0,7.67,18
2019,PA,Masculino,Outras idades / Não mapeado,1.91,8.0,11
2019,PA,Masculino,Outras idades / Não mapeado,2.0,8.0,7
2019,PA,Feminino,Outras idades / Não mapeado,2.0,7.53,30
2019,PA,Masculino,Outras idades / Não mapeado,2.0,8.0,20
2019,PA,Feminino,Outras idades / Não mapeado,1.96,8.0,23
2019,PA,Masculino,15 a 29 anos,1.97,8.0,36
2019,PA,Feminino,0 a 14 anos,2.0,8.0,39
2019,PA,Masculino,Outras idades / Não mapeado,1.97,8.0,38
2019,PA,Feminino,Outras idades / Não mapeado,1.83,8.0,6
2019,AP,Feminino,Outras idades / Não mapeado,1.99,7.78,108
2019,AP,Feminino,Outras idades / Não mapeado,2.0,7.72,173
2019,AP,Masculino,45 a 59 anos,1.98,7.99,242
2019,AP,Feminino,30 a 44 anos,1.98,7.96,140
2019,AP,Feminino,Outras idades / Não mapeado,2.0,7.7,163
2019,AP,Masculino,Outras idades / Não mapeado,1.99,7.98,162
2019,AP,Masculino,60 anos ou mais,1.99,7.98,176
2019,AP,Masculino,Outras idades / Não mapeado,2.0,7.98,128
2019,AP,Feminino,Outras idades / Não mapeado,1.85,7.96,26
2019,AP,Feminino,Outras idades / Não mapeado,1.85,7.96,55
2019,AP,Masculino,Outras idades / Não mapeado,1.98,7.95,100
2019,AP,Masculino,Outras idades / Não mapeado,1.93,7.97,30
2019,AP,Feminino,Outras idades / Não mapeado,1.68,7.92,25
2019,MA,Masculino,Outras idades / Não mapeado,1.98,7.97,60
2019,MA,Feminino,45 a 59 anos,1.98,7.99,102
2019,MA,Feminino,Outras idades / Não mapeado,1.98,7.51,85
2019,MA,Masculino,0 a 14 anos,2.0,8.0,84
2019,MA,Masculino,30 a 44 anos,2.0,8.0,65
2019,MA,Masculino,Outras idades / Não mapeado,1.94,8.0,49
2019,CE,Masculino,30 a 44 anos,1.99,8.0,190
2019,CE,Masculino,0 a 14 anos,2.0,7.99,168
2019,CE,Masculino,Outras idades / Não mapeado,1.98,7.95,213
2019,CE,Feminino,45 a 59 anos,1.99,7.96,288
2019,CE,Feminino,Outras idades / Não mapeado,1.98,7.56,238
2019,CE,Masculino,Outras idades / Não mapeado,1.95,7.93,149
2019,BA,Masculino,Outras idades / Não mapeado,1.97,7.91,64
2019,BA,Feminino,45 a 59 anos,1.99,7.94,125
2019,BA,Feminino,Outras idades / Não mapeado,1.99,7.56,96
2019,BA,Masculino,Outras idades / Não mapeado,1.99,7.96,67
2019,BA,Masculino,0 a 14 anos,2.0,7.99,79
2019,BA,Masculino,30 a 44 anos,1.99,8.0,84
2019,MG,Feminino,15 a 29 anos,2.0,7.99,156
2019,MG,Feminino,60 anos ou mais,1.99,7.88,199
2019,MG,Masculino,Outras idades / Não mapeado,1.9,7.94,72
2019,MG,Feminino,Outras idades / Não mapeado,1.97,7.94,135
2019,MG,Masculino,Outras idades / Não mapeado,2.0,7.84,38
2019,ES,Feminino,Outras idades / Não mapeado,2.0,7.8,59
2019,ES,Feminino,0 a 14 anos,2.0,8.0,60
2019,ES,Masculino,15 a 29 anos,2.0,8.0,64
2019,ES,Masculino,Outras idades / Não mapeado,2.0,7.97,63
2019,ES,Feminino,Outras idades / Não mapeado,2.0,7.9,42
2019,ES,Feminino,Outras idades / Não mapeado,1.97,7.93,60
2019,ES,Masculino,Outras idades / Não mapeado,1.98,7.92,50
2019,ES,Masculino,Outras idades / Não mapeado,2.0,7.91,33
2019,ES,Feminino,Outras idades / Não mapeado,2.0,7.94,18
2019,ES,Masculino,Outras idades / Não mapeado,1.92,7.92,12
2019,MS,Feminino,Outras idades / Não mapeado,2.0,7.5,2
2019,MS,Masculino,Outras idades / Não mapeado,2.0,8.0,1
2019,MS,Feminino,15 a 29 anos,2.0,8.0,3
2019,MS,Feminino,60 anos ou mais,2.0,8.0,2
2019,MT,Feminino,15 a 29 anos,2.0,7.98,45
2019,MT,Feminino,60 anos ou mais,2.0,7.86,29
2019,MT,Feminino,Outras idades / Não mapeado,2.0,8.0,24
2019,MT,Masculino,Outras idades / Não mapeado,2.0,7.89,9
2019,MT,Masculino,Outras idades / Não mapeado,1.8,7.4,5
2019,GO,Masculino,15 a 29 anos,2.0,7.99,202
2019,GO,Feminino,Outras idades / Não mapeado,1.93,7.92,40
2019,GO,Feminino,Outras idades / Não mapeado,1.98,7.9,147
2019,GO,Masculino,Outras idades / Não mapeado,2.0,7.94,142
2019,GO,Feminino,0 a 14 anos,2.0,8.0,165
2019,GO,Masculino,Outras idades / Não mapeado,1.87,7.94,48
2019,GO,Masculino,Outras idades / Não mapeado,1.99,7.95,221
2019,GO,Feminino,Outras idades / Não mapeado,2.0,7.91,221
2019,GO,Feminino,Outras idades / Não mapeado,1.99,7.88,231
2019,GO,Masculino,Outras idades / Não mapeado,1.98,7.93,164
2019,DF,Feminino,0 a 14 anos,2.0,8.0,98
2019,DF,Masculino,Outras idades / Não mapeado,2.0,7.91,139
2019,DF,Feminino,Outras idades / Não mapeado,1.99,7.91,168
2019,DF,Masculino,Outras idades / Não mapeado,2.0,7.93,72
2019,DF,Masculino,15 a 29 anos,1.99,7.99,136
2019,DF,Feminino,Outras idades / Não mapeado,2.0,7.9,134
2019,DF,Feminino,Outras idades / Não mapeado,1.89,8.0,28
2019,DF,Masculino,Outras idades / Não mapeado,1.99,7.91,110
2019,DF,Feminino,Outras idades / Não mapeado,1.99,7.9,103
2019,DF,Masculino,Outras idades / Não mapeado,1.96,7.91,23
2019,RO,Masculino,15 a 29 anos,1.99,7.99,280
2019,RO,Masculino,Outras idades / Não mapeado,1.98,7.97,160
2019,RO,Feminino,Outras idades / Não mapeado,1.99,7.87,297
2019,RO,Feminino,Outras idades / Não mapeado,1.98,7.88,233
2019,RO,Masculino,Outras idades / Não mapeado,1.97,7.91,207
2019,RO,Feminino,0 a 14 anos,1.99,7.99,251
2019,RO,Masculino,Outras idades / Não mapeado,1.98,7.95,257
2019,RO,Feminino,Outras idades / Não mapeado,1.98,7.93,187
2019,RO,Masculino,Outras idades / Não mapeado,1.96,7.93,57
2019,RO,Feminino,Outras idades / Não mapeado,1.94,7.94,49
2019,RR,Masculino,0 a 14 anos,2.0,8.0,206
2019,RR,Feminino,45 a 59 anos,1.99,7.98,263
2019,RR,Masculino,Outras idades / Não mapeado,1.99,7.98,171
2019,RR,Feminino,Outras idades / Não mapeado,1.99,7.69,173
2019,RR,Masculino,30 a 44 anos,1.99,8.0,165
2019,RR,Masculino,Outras idades / Não mapeado,1.99,7.9,113
2019,PI,Feminino,Outras idades / Não mapeado,1.97,7.86,77
2019,PI,Feminino,15 a 29 anos,2.0,8.0,94
2019,PI,Masculino,Outras idades / Não mapeado,1.98,7.91,46
2019,PI,Feminino,60 anos ou mais,1.99,7.72,117
2019,PI,Masculino,Outras idades / Não mapeado,1.88,8.0,34
2019,RN,Feminino,Outras idades / Não mapeado,1.98,7.95,60
2019,RN,Feminino,Outras idades / Não mapeado,1.99,7.69,169
2019,RN,Masculino,Outras idades / Não mapeado,1.99,7.96,169
2019,RN,Feminino,Outras idades / Não mapeado,1.97,7.94,121
2019,RN,Masculino,Outras idades / Não mapeado,1.99,7.94,85
2019,RN,Masculino,15 a 29 anos,2.0,8.0,201
2019,RN,Masculino,Outras idades / Não mapeado,1.97,7.92,109
2019,RN,Feminino,Outras idades / Não mapeado,1.98,7.73,177
2019,RN,Feminino,0 a 14 anos,1.99,8.0,158
2019,RN,Masculino,Outras idades / Não mapeado,2.0,7.98,42
2019,PB,Masculino,Outras idades / Não mapeado,1.99,7.96,248
2019,PB,Masculino,Outras idades / Não mapeado,1.97,7.92,222
2019,PB,Feminino,Outras idades / Não mapeado,1.97,7.67,226
2019,PB,Feminino,Outras idades / Não mapeado,1.98,7.67,287
2019,PB,Masculino,Outras idades / Não mapeado,1.99,7.91,257
2019,PB,Feminino,30 a 44 anos,1.99,7.99,187
2019,PB,Feminino,Outras idades / Não mapeado,1.99,7.62,240
2019,PB,Feminino,Outras idades / Não mapeado,1.93,7.99,107
2019,PB,Masculino,60 anos ou mais,1.98,7.97,266
2019,PB,Feminino,Outras idades / Não mapeado,1.93,7.94,125
2019,PB,Masculino,45 a 59 anos,1.99,7.99,327
2019,PB,Masculino,Outras idades / Não mapeado,1.97,7.93,100
2019,PB,Feminino,Outras idades / Não mapeado,1.99,7.98,112
2019,PE,Masculino,30 a 44 anos,2.0,7.98,138
2019,PE,Feminino,Outras idades / Não mapeado,1.99,7.58,172
2019,PE,Masculino,Outras idades / Não mapeado,1.97,7.92,149
2019,PE,Masculino,0 a 14 anos,2.0,8.0,138
2019,PE,Masculino,Outras idades / Não mapeado,1.98,7.97,171
2019,PE,Feminino,45 a 59 anos,2.0,7.95,234
2019,RJ,Feminino,Outras idades / Não mapeado,1.99,7.88,115
2019,RJ,Masculino,15 a 29 anos,2.0,8.0,90
2019,RJ,Masculino,Outras idades / Não mapeado,2.0,7.95,77
2019,RJ,Feminino,Outras idades / Não mapeado,1.99,7.91,136
2019,RJ,Feminino,0 a 14 anos,2.0,8.0,77
2019,RJ,Masculino,Outras idades / Não mapeado,1.99,7.95,94
2019,RJ,Masculino,Outras idades / Não mapeado,1.99,7.92,102
2019,RJ,Feminino,Outras idades / Não mapeado,1.99,7.9,81
2019,RJ,Feminino,Outras idades / Não mapeado,2.0,8.0,30
2019,RJ,Masculino,Outras idades / Não mapeado,2.0,7.96,24
2019,PR,Feminino,Outras idades / Não mapeado,2.0,7.95,37
2019,PR,Masculino,Outras idades / Não mapeado,2.0,7.9,31
2019,PR,Masculino,Outras idades / Não mapeado,2.0,7.89,18
2019,PR,Feminino,Outras idades / Não mapeado,2.0,7.93,46
2019,PR,Masculino,Outras idades / Não mapeado,2.0,7.95,39
2019,PR,Masculino,15 a 29 anos,2.0,8.0,30
2019,PR,Feminino,Outras idades / Não mapeado,2.0,7.91,23
